Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,city,lat,lng
30512,2023-06-25 15:00:00,2023-06-25 07:00:00,2023-06-25 14:38:00,Visakhapatnam,412,EXTORTION,36,M,Poison,Other Crime,13,No,,,,
30604,2023-06-30 09:00:00,2023-06-29 03:00:00,2023-06-29 20:15:00,Nashik,230,BURGLARY,11,M,Firearm,Other Crime,15,No,,,,
30720,2023-07-05 21:00:00,2023-07-03 23:00:00,2023-07-04 01:23:00,Nashik,215,DOMESTIC VIOLENCE,23,M,Firearm,Violent Crime,9,Yes,08-08-2023 21:00,,,
30744,2023-07-07 04:00:00,2023-07-04 23:00:00,2023-07-05 16:12:00,Vasai,522,EXTORTION,37,F,,Other Crime,15,No,,,,
30807,2023-07-09 19:00:00,2023-07-07 14:00:00,2023-07-07 14:04:00,Visakhapatnam,124,VEHICLE - STOLEN,60,F,Poison,Violent Crime,18,No,,,,
30815,2023-07-10 17:00:00,2023-07-07 22:00:00,2023-07-08 08:05:00,Visakhapatnam,125,EXTORTION,45,F,Blunt Object,Other Crime,17,Yes,08-08-2023 17:00,,,
30882,2023-07-11 08:00:00,2023-07-10 17:00:00,2023-07-10 20:33:00,Visakhapatnam,594,ARSON,68,M,Firearm,Fire Accident,17,No,,,,
30923,2023-07-13 18:00:00,2023-07-12 10:00:00,2023-07-12 10:29:00,Nashik,596,CYBERCRIME,74,F,,Other Crime,12,No,,,,
31023,2023-07-18 06:00:00,2023-07-16 14:00:00,2023-07-16 21:22:00,Visakhapatnam,553,SEXUAL ASSAULT,79,F,Knife,Violent Crime,13,Yes,25-08-2024 06:00,,,
31076,2023-07-19 17:00:00,2023-07-18 19:00:00,2023-07-19 08:28:00,Visakhapatnam,360,ILLEGAL POSSESSION,45,F,Explosives,Other Crime,12,No,,,,
31077,2023-07-20 04:00:00,2023-07-18 20:00:00,2023-07-19 18:28:00,Visakhapatnam,567,KIDNAPPING,28,F,Blunt Object,Other Crime,11,Yes,02-09-2023 04:00,,,
31088,2023-07-19 21:00:00,2023-07-19 07:00:00,2023-07-19 13:39:00,Visakhapatnam,572,BURGLARY,63,F,,Other Crime,4,Yes,02-01-2024 21:00,,,
31105,2023-07-22 05:00:00,2023-07-20 00:00:00,2023-07-20 06:59:00,Visakhapatnam,541,VANDALISM,70,F,Other,Other Crime,11,No,,,,
31110,2023-07-22 06:00:00,2023-07-20 05:00:00,2023-07-20 07:40:00,Vasai,490,KIDNAPPING,54,F,Poison,Other Crime,14,Yes,12-09-2023 06:00,,,
31207,2023-07-24 16:00:00,2023-07-24 06:00:00,2023-07-24 13:57:00,Vasai,301,ILLEGAL POSSESSION,48,F,Explosives,Other Crime,9,No,,,,
31307,2023-07-29 18:00:00,2023-07-28 10:00:00,2023-07-28 23:52:00,Nashik,324,DRUG OFFENSE,30,M,Blunt Object,Other Crime,5,No,,,,
31309,2023-07-31 05:00:00,2023-07-28 12:00:00,2023-07-28 21:26:00,Visakhapatnam,209,FIREARM OFFENSE,68,F,Knife,Fire Accident,8,No,,,,
31314,2023-07-30 03:00:00,2023-07-28 17:00:00,2023-07-29 04:26:00,Nashik,453,ROBBERY,69,M,Firearm,Violent Crime,1,No,,,,
31418,2023-08-04 04:00:00,2023-08-02 01:00:00,2023-08-02 16:29:00,Visakhapatnam,266,DRUG OFFENSE,37,F,Explosives,Other Crime,14,No,,,,
31424,2023-08-03 10:00:00,2023-08-02 07:00:00,2023-08-02 12:30:00,Visakhapatnam,163,KIDNAPPING,45,F,Poison,Other Crime,17,No,,,,
31437,2023-08-05 11:00:00,2023-08-02 20:00:00,2023-08-03 19:43:00,Visakhapatnam,119,IDENTITY THEFT,11,F,,Violent Crime,16,No,,,,
31438,2023-08-03 06:00:00,2023-08-02 21:00:00,2023-08-03 19:10:00,Vasai,481,ASSAULT,75,M,Other,Violent Crime,17,No,,,,
31529,2023-08-07 09:00:00,2023-08-06 16:00:00,2023-08-06 23:50:00,Vasai,527,ROBBERY,56,F,Poison,Violent Crime,9,No,,,,
31547,2023-08-08 19:00:00,2023-08-07 10:00:00,2023-08-07 22:43:00,Visakhapatnam,498,ASSAULT,51,F,Poison,Violent Crime,4,Yes,28-08-2023 19:00,,,
31554,2023-08-08 02:00:00,2023-08-07 17:00:00,2023-08-08 10:17:00,Nashik,591,HOMICIDE,32,F,Poison,Other Crime,1,No,,,,
31616,2023-08-11 01:00:00,2023-08-10 07:00:00,2023-08-10 16:46:00,Vasai,540,VEHICLE - STOLEN,18,F,Explosives,Violent Crime,15,No,,,,
31635,2023-08-13 11:00:00,2023-08-11 02:00:00,2023-08-11 04:21:00,Nashik,261,HOMICIDE,16,M,Knife,Other Crime,14,No,,,,
31666,2023-08-13 10:00:00,2023-08-12 09:00:00,2023-08-13 06:39:00,Visakhapatnam,177,HOMICIDE,30,F,Other,Other Crime,17,Yes,24-03-2024 10:00,,,
31684,2023-08-15 20:00:00,2023-08-13 03:00:00,2023-08-13 16:24:00,Visakhapatnam,450,FRAUD,60,M,,Other Crime,17,Yes,28-09-2023 20:00,,,
31706,2023-08-16 03:00:00,2023-08-14 01:00:00,2023-08-14 23:40:00,Visakhapatnam,551,VEHICLE - STOLEN,39,M,,Violent Crime,11,Yes,17-10-2023 03:00,,,
31708,2023-08-14 11:00:00,2023-08-14 03:00:00,2023-08-14 03:11:00,Vasai,530,TRAFFIC VIOLATION,43,F,Poison,Traffic Fatality,13,No,,,,
31735,2023-08-17 11:00:00,2023-08-15 06:00:00,2023-08-15 16:11:00,Vasai,437,ARSON,25,F,Firearm,Fire Accident,16,No,,,,
31757,2023-08-17 03:00:00,2023-08-16 04:00:00,2023-08-17 00:03:00,Vasai,277,COUNTERFEITING,62,M,Poison,Other Crime,18,Yes,15-10-2023 03:00,,,
31791,2023-08-18 02:00:00,2023-08-17 14:00:00,2023-08-18 02:03:00,Nashik,563,VANDALISM,19,F,Knife,Other Crime,7,No,,,,
31812,2023-08-19 13:00:00,2023-08-18 11:00:00,2023-08-18 23:49:00,Visakhapatnam,160,DRUG OFFENSE,35,F,Firearm,Other Crime,9,No,,,,
31820,2023-08-19 19:00:00,2023-08-18 19:00:00,2023-08-19 10:29:00,Visakhapatnam,452,PUBLIC INTOXICATION,34,F,Blunt Object,Other Crime,3,No,,,,
31827,2023-08-20 23:00:00,2023-08-19 02:00:00,2023-08-19 16:55:00,Nashik,227,DRUG OFFENSE,21,F,Other,Other Crime,8,Yes,01-11-2023 23:00,,,
31834,2023-08-20 19:00:00,2023-08-19 09:00:00,2023-08-20 01:25:00,Visakhapatnam,522,VANDALISM,34,F,,Other Crime,14,No,,,,
31838,2023-08-22 09:00:00,2023-08-19 13:00:00,2023-08-19 19:48:00,Visakhapatnam,197,SEXUAL ASSAULT,61,F,Other,Violent Crime,19,Yes,18-11-2024 09:00,,,
31884,2023-08-22 01:00:00,2023-08-21 11:00:00,2023-08-22 08:21:00,Visakhapatnam,564,SHOPLIFTING,28,F,Blunt Object,Other Crime,13,No,,,,
31892,2023-08-24 13:00:00,2023-08-21 19:00:00,2023-08-22 18:42:00,Visakhapatnam,574,VANDALISM,13,M,Knife,Other Crime,6,No,,,,
31922,2023-08-23 12:00:00,2023-08-23 01:00:00,2023-08-23 07:09:00,Vasai,261,EXTORTION,33,M,Poison,Other Crime,10,Yes,01-10-2023 12:00,,,
31938,2023-08-23 22:00:00,2023-08-23 17:00:00,2023-08-24 14:20:00,Vasai,383,BURGLARY,56,M,,Other Crime,18,No,,,,
31960,2023-08-25 02:00:00,2023-08-24 15:00:00,2023-08-24 19:16:00,Nashik,411,EXTORTION,66,F,Other,Other Crime,13,No,,,,
32044,2023-08-30 03:00:00,2023-08-28 03:00:00,2023-08-28 23:19:00,Visakhapatnam,216,ASSAULT,60,F,Knife,Violent Crime,8,Yes,25-09-2023 03:00,,,
32115,2023-08-31 22:00:00,2023-08-31 02:00:00,2023-08-31 13:37:00,Visakhapatnam,394,VANDALISM,48,M,Firearm,Other Crime,16,No,,,,
32150,2023-09-02 20:00:00,2023-09-01 13:00:00,2023-09-02 02:33:00,Visakhapatnam,186,DRUG OFFENSE,21,F,Blunt Object,Other Crime,4,No,,,,
32169,2023-09-04 17:00:00,2023-09-02 08:00:00,2023-09-02 17:24:00,Visakhapatnam,575,SEXUAL ASSAULT,60,F,Firearm,Violent Crime,13,No,,,,
32177,2023-09-05 01:00:00,2023-09-02 16:00:00,2023-09-03 11:18:00,Nashik,520,EXTORTION,50,M,Blunt Object,Other Crime,18,Yes,01-10-2023 01:00,,,
32219,2023-09-07 09:00:00,2023-09-04 10:00:00,2023-09-04 22:44:00,Visakhapatnam,427,IDENTITY THEFT,69,F,Blunt Object,Violent Crime,6,Yes,22-11-2023 09:00,,,
32275,2023-09-08 12:00:00,2023-09-06 18:00:00,2023-09-07 05:53:00,Visakhapatnam,254,EXTORTION,70,M,Firearm,Other Crime,9,Yes,16-09-2023 12:00,,,
32317,2023-09-09 18:00:00,2023-09-08 12:00:00,2023-09-08 18:36:00,Nashik,485,SEXUAL ASSAULT,26,F,,Violent Crime,10,Yes,24-03-2025 18:00,,,
32329,2023-09-09 21:00:00,2023-09-09 00:00:00,2023-09-09 11:03:00,Nashik,293,KIDNAPPING,74,M,Explosives,Other Crime,5,No,,,,
32336,2023-09-10 01:00:00,2023-09-09 07:00:00,2023-09-09 21:27:00,Visakhapatnam,112,BURGLARY,66,F,Poison,Other Crime,8,No,,,,
32365,2023-09-11 14:00:00,2023-09-10 12:00:00,2023-09-11 03:52:00,Vasai,449,COUNTERFEITING,61,F,,Other Crime,15,Yes,28-11-2023 14:00,,,
32415,2023-09-14 00:00:00,2023-09-12 14:00:00,2023-09-12 16:10:00,Vasai,527,ASSAULT,20,M,Poison,Violent Crime,13,No,,,,
32423,2023-09-14 04:00:00,2023-09-12 22:00:00,2023-09-13 21:17:00,Nashik,565,SEXUAL ASSAULT,41,M,Other,Violent Crime,5,Yes,06-08-2025 04:00,,,
32425,2023-09-14 18:00:00,2023-09-13 00:00:00,2023-09-13 02:27:00,Visakhapatnam,574,DOMESTIC VIOLENCE,18,M,Explosives,Violent Crime,11,No,,,,
32471,2023-09-16 17:00:00,2023-09-14 22:00:00,2023-09-15 01:17:00,Visakhapatnam,239,VANDALISM,70,F,Firearm,Other Crime,11,Yes,05-10-2023 17:00,,,
32475,2023-09-17 22:00:00,2023-09-15 02:00:00,2023-09-15 04:11:00,Vasai,365,DRUG OFFENSE,66,F,Firearm,Other Crime,11,No,,,,
32493,2023-09-16 00:00:00,2023-09-15 20:00:00,2023-09-16 01:38:00,Visakhapatnam,141,VANDALISM,42,F,Firearm,Other Crime,9,Yes,12-11-2023 00:00,,,
32498,2023-09-17 13:00:00,2023-09-16 01:00:00,2023-09-16 21:55:00,Visakhapatnam,452,CYBERCRIME,17,F,Knife,Other Crime,11,Yes,06-10-2023 13:00,,,
32532,2023-09-19 04:00:00,2023-09-17 11:00:00,2023-09-17 17:26:00,Vasai,169,ASSAULT,47,F,Other,Violent Crime,19,Yes,16-10-2023 04:00,,,
32539,2023-09-19 06:00:00,2023-09-17 18:00:00,2023-09-18 16:36:00,Visakhapatnam,496,KIDNAPPING,25,F,Knife,Other Crime,7,Yes,04-11-2023 06:00,,,
32622,2023-09-22 20:00:00,2023-09-21 05:00:00,2023-09-21 20:53:00,Visakhapatnam,316,TRAFFIC VIOLATION,18,F,Explosives,Traffic Fatality,1,Yes,07-10-2023 20:00,,,
32632,2023-09-23 07:00:00,2023-09-21 15:00:00,2023-09-21 22:34:00,Vasai,200,ROBBERY,40,M,Blunt Object,Violent Crime,13,Yes,09-02-2024 07:00,,,
32659,2023-09-23 21:00:00,2023-09-22 18:00:00,2023-09-23 04:34:00,Visakhapatnam,406,VANDALISM,71,F,Poison,Other Crime,13,Yes,21-12-2023 21:00,,,
32701,2023-09-25 14:00:00,2023-09-24 12:00:00,2023-09-24 13:14:00,Nashik,382,HOMICIDE,74,F,Blunt Object,Other Crime,5,Yes,07-05-2024 14:00,,,
32710,2023-09-27 18:00:00,2023-09-24 21:00:00,2023-09-25 11:58:00,Nashik,499,CYBERCRIME,15,F,Other,Other Crime,15,Yes,08-12-2023 18:00,,,
32733,2023-09-27 19:00:00,2023-09-25 20:00:00,2023-09-26 19:30:00,Nashik,452,HOMICIDE,41,M,Firearm,Other Crime,17,Yes,20-11-2024 19:00,,,
32755,2023-09-29 03:00:00,2023-09-26 18:00:00,2023-09-27 11:31:00,Visakhapatnam,366,FRAUD,75,F,Knife,Other Crime,13,Yes,14-11-2023 03:00,,,
32769,2023-09-29 22:00:00,2023-09-27 08:00:00,2023-09-27 14:26:00,Nashik,200,CYBERCRIME,77,F,Explosives,Other Crime,13,Yes,08-10-2023 22:00,,,
32770,2023-09-29 21:00:00,2023-09-27 09:00:00,2023-09-27 12:57:00,Visakhapatnam,215,DRUG OFFENSE,13,F,Knife,Other Crime,13,No,,,,
32776,2023-09-29 18:00:00,2023-09-27 15:00:00,2023-09-27 18:44:00,Vasai,428,SHOPLIFTING,46,F,Knife,Other Crime,19,No,,,,
32805,2023-09-30 02:00:00,2023-09-28 20:00:00,2023-09-29 15:39:00,Vasai,577,FIREARM OFFENSE,10,M,Knife,Fire Accident,17,No,,,,
32838,2023-10-01 19:00:00,2023-09-30 05:00:00,2023-09-30 15:13:00,Vasai,479,DOMESTIC VIOLENCE,41,M,Poison,Violent Crime,4,No,,,,
32860,2023-10-01 17:00:00,2023-10-01 03:00:00,2023-10-01 03:54:00,Vasai,539,VEHICLE - STOLEN,60,F,Knife,Violent Crime,12,No,,,,
32865,2023-10-03 13:00:00,2023-10-01 08:00:00,2023-10-02 01:02:00,Visakhapatnam,490,IDENTITY THEFT,25,F,Blunt Object,Violent Crime,18,No,,,,
32869,2023-10-03 03:00:00,2023-10-01 12:00:00,2023-10-02 01:08:00,Visakhapatnam,556,PUBLIC INTOXICATION,14,M,Firearm,Other Crime,8,No,,,,
32871,2023-10-01 16:00:00,2023-10-01 14:00:00,2023-10-02 03:00:00,Visakhapatnam,550,COUNTERFEITING,28,F,Explosives,Other Crime,5,No,,,,
32905,2023-10-05 21:00:00,2023-10-03 00:00:00,2023-10-03 14:57:00,Visakhapatnam,314,ASSAULT,68,M,,Violent Crime,15,Yes,21-11-2023 21:00,,,
32920,2023-10-04 12:00:00,2023-10-03 15:00:00,2023-10-04 14:29:00,Nashik,599,ASSAULT,12,M,Explosives,Violent Crime,17,Yes,16-10-2023 12:00,,,
32944,2023-10-06 23:00:00,2023-10-04 15:00:00,2023-10-05 13:19:00,Vasai,141,ILLEGAL POSSESSION,25,M,Explosives,Other Crime,10,Yes,01-11-2023 23:00,,,
32978,2023-10-08 23:00:00,2023-10-06 01:00:00,2023-10-06 13:22:00,Visakhapatnam,405,DOMESTIC VIOLENCE,22,F,Poison,Violent Crime,12,No,,,,
33079,2023-10-11 21:00:00,2023-10-10 06:00:00,2023-10-11 03:29:00,Nashik,404,FRAUD,65,F,Other,Other Crime,6,No,,,,
33082,2023-10-12 16:00:00,2023-10-10 09:00:00,2023-10-11 06:21:00,Visakhapatnam,406,FIREARM OFFENSE,59,F,Blunt Object,Fire Accident,19,No,,,,
33105,2023-10-11 22:00:00,2023-10-11 08:00:00,2023-10-11 19:29:00,Nashik,194,CYBERCRIME,11,F,Other,Other Crime,18,Yes,25-12-2023 22:00,,,
33120,2023-10-13 18:00:00,2023-10-11 23:00:00,2023-10-11 23:18:00,Nashik,415,CYBERCRIME,77,F,,Other Crime,18,No,,,,
33189,2023-10-17 16:00:00,2023-10-14 20:00:00,2023-10-15 08:49:00,Nashik,371,EXTORTION,57,F,Firearm,Other Crime,13,Yes,26-10-2023 16:00,,,
33192,2023-10-15 16:00:00,2023-10-14 23:00:00,2023-10-15 02:09:00,Vasai,429,IDENTITY THEFT,15,F,Other,Violent Crime,19,No,,,,
33236,2023-10-18 20:00:00,2023-10-16 19:00:00,2023-10-16 19:31:00,Nashik,128,TRAFFIC VIOLATION,37,M,Knife,Traffic Fatality,18,No,,,,
33247,2023-10-18 21:00:00,2023-10-17 06:00:00,2023-10-17 23:17:00,Visakhapatnam,177,DOMESTIC VIOLENCE,44,F,Firearm,Violent Crime,5,Yes,01-11-2023 21:00,,,
33271,2023-10-21 02:00:00,2023-10-18 06:00:00,2023-10-19 04:07:00,Visakhapatnam,266,VANDALISM,54,F,Poison,Other Crime,13,Yes,28-10-2023 02:00,,,
33292,2023-10-20 06:00:00,2023-10-19 03:00:00,2023-10-19 23:52:00,Visakhapatnam,333,DRUG OFFENSE,41,F,Blunt Object,Other Crime,8,No,,,,
33302,2023-10-21 17:00:00,2023-10-19 13:00:00,2023-10-19 13:27:00,Nashik,363,SHOPLIFTING,40,M,Other,Other Crime,2,Yes,17-11-2023 17:00,,,
33355,2023-10-23 03:00:00,2023-10-21 18:00:00,2023-10-22 15:52:00,Visakhapatnam,132,EXTORTION,52,M,Explosives,Other Crime,14,Yes,30-11-2023 03:00,,,
33372,2023-10-23 22:00:00,2023-10-22 11:00:00,2023-10-22 19:37:00,Vasai,205,PUBLIC INTOXICATION,27,F,Poison,Other Crime,2,No,,,,
33402,2023-10-25 05:00:00,2023-10-23 17:00:00,2023-10-24 00:39:00,Nashik,261,VEHICLE - STOLEN,42,F,Other,Violent Crime,18,No,,,,
33438,2023-10-28 04:00:00,2023-10-25 05:00:00,2023-10-25 05:03:00,Visakhapatnam,167,ASSAULT,59,F,Blunt Object,Violent Crime,12,Yes,15-11-2023 04:00,,,
33442,2023-10-27 11:00:00,2023-10-25 09:00:00,2023-10-25 21:12:00,Vasai,411,DRUG OFFENSE,37,F,,Other Crime,10,Yes,08-01-2024 11:00,,,
33456,2023-10-27 12:00:00,2023-10-25 23:00:00,2023-10-26 21:48:00,Visakhapatnam,390,IDENTITY THEFT,31,F,Knife,Violent Crime,6,No,,,,
33476,2023-10-27 00:00:00,2023-10-26 19:00:00,2023-10-27 15:41:00,Visakhapatnam,213,DRUG OFFENSE,34,M,,Other Crime,14,No,,,,
33477,2023-10-29 08:00:00,2023-10-26 20:00:00,2023-10-27 13:13:00,Visakhapatnam,307,KIDNAPPING,73,M,Firearm,Other Crime,10,No,,,,
33519,2023-10-30 01:00:00,2023-10-28 14:00:00,2023-10-28 18:03:00,Vasai,480,FIREARM OFFENSE,37,M,Other,Fire Accident,1,No,,,,
33545,2023-10-29 23:00:00,2023-10-29 16:00:00,2023-10-30 14:14:00,Visakhapatnam,159,COUNTERFEITING,49,F,Poison,Other Crime,12,Yes,18-11-2023 23:00,,,
33598,2023-11-02 19:00:00,2023-10-31 21:00:00,2023-10-31 22:29:00,Vasai,523,DOMESTIC VIOLENCE,53,F,Knife,Violent Crime,7,No,,,,
33602,2023-11-03 19:00:00,2023-11-01 01:00:00,2023-11-01 08:56:00,Nashik,380,DRUG OFFENSE,59,F,Explosives,Other Crime,16,Yes,11-11-2023 19:00,,,
33621,2023-11-02 15:00:00,2023-11-01 20:00:00,2023-11-01 23:44:00,Vasai,415,FRAUD,61,M,Other,Other Crime,6,Yes,27-12-2023 15:00,,,
33646,2023-11-03 07:00:00,2023-11-02 21:00:00,2023-11-02 23:57:00,Nashik,488,FIREARM OFFENSE,68,M,Firearm,Fire Accident,18,Yes,20-12-2023 07:00,,,
33661,2023-11-04 20:00:00,2023-11-03 12:00:00,2023-11-03 18:57:00,Visakhapatnam,277,EXTORTION,38,F,Blunt Object,Other Crime,4,Yes,30-01-2024 20:00,,,
33713,2023-11-07 06:00:00,2023-11-05 16:00:00,2023-11-06 00:04:00,Nashik,591,ASSAULT,17,F,Poison,Violent Crime,5,Yes,22-11-2023 06:00,,,
33839,2023-11-11 04:00:00,2023-11-10 22:00:00,2023-11-11 00:04:00,Visakhapatnam,406,CYBERCRIME,29,F,Knife,Other Crime,4,No,,,,
33869,2023-11-12 07:00:00,2023-11-12 04:00:00,2023-11-12 12:06:00,Nashik,577,SEXUAL ASSAULT,12,F,Knife,Violent Crime,18,No,,,,
33872,2023-11-12 11:00:00,2023-11-12 07:00:00,2023-11-13 00:18:00,Visakhapatnam,325,ARSON,55,M,Poison,Fire Accident,2,Yes,25-12-2023 11:00,,,
33933,2023-11-15 04:00:00,2023-11-14 20:00:00,2023-11-15 01:28:00,Visakhapatnam,329,ARSON,70,F,Explosives,Fire Accident,5,Yes,29-01-2024 04:00,,,
33966,2023-11-16 15:00:00,2023-11-16 05:00:00,2023-11-17 04:15:00,Vasai,310,DOMESTIC VIOLENCE,25,M,Knife,Violent Crime,3,No,,,,
34086,2023-11-21 23:00:00,2023-11-21 05:00:00,2023-11-22 01:16:00,Nashik,193,VEHICLE - STOLEN,55,F,Other,Violent Crime,19,Yes,28-12-2023 23:00,,,
34103,2023-11-23 08:00:00,2023-11-21 22:00:00,2023-11-22 21:58:00,Visakhapatnam,519,FIREARM OFFENSE,43,M,Knife,Fire Accident,15,Yes,10-12-2023 08:00,,,
34155,2023-11-24 03:00:00,2023-11-24 02:00:00,2023-11-24 03:12:00,Visakhapatnam,410,HOMICIDE,43,F,Knife,Other Crime,15,No,,,,
34156,2023-11-24 18:00:00,2023-11-24 03:00:00,2023-11-24 07:51:00,Vasai,287,HOMICIDE,59,M,Poison,Other Crime,1,Yes,19-10-2025 18:00,,,
34173,2023-11-25 03:00:00,2023-11-24 20:00:00,2023-11-25 05:09:00,Vasai,371,DRUG OFFENSE,33,F,Explosives,Other Crime,11,Yes,11-12-2023 03:00,,,
34179,2023-11-27 08:00:00,2023-11-25 02:00:00,2023-11-25 08:33:00,Nashik,524,KIDNAPPING,58,M,Firearm,Other Crime,5,No,,,,
34281,2023-12-01 19:00:00,2023-11-29 08:00:00,2023-11-30 06:09:00,Visakhapatnam,477,VEHICLE - STOLEN,50,F,Blunt Object,Violent Crime,18,No,,,,
34282,2023-11-30 20:00:00,2023-11-29 09:00:00,2023-11-29 21:10:00,Visakhapatnam,499,VANDALISM,63,F,Blunt Object,Other Crime,10,No,,,,
34340,2023-12-02 11:00:00,2023-12-01 19:00:00,2023-12-02 06:37:00,Visakhapatnam,468,EXTORTION,44,M,,Other Crime,2,No,,,,
34350,2023-12-04 13:00:00,2023-12-02 05:00:00,2023-12-02 11:13:00,Vasai,167,IDENTITY THEFT,61,F,Knife,Violent Crime,3,No,,,,
34380,2023-12-04 22:00:00,2023-12-03 11:00:00,2023-12-03 14:26:00,Nashik,586,ILLEGAL POSSESSION,57,F,Other,Other Crime,17,Yes,13-12-2023 22:00,,,
34423,2023-12-08 01:00:00,2023-12-05 06:00:00,2023-12-05 09:05:00,Visakhapatnam,479,COUNTERFEITING,19,F,Explosives,Other Crime,15,Yes,02-03-2024 01:00,,,
34438,2023-12-07 13:00:00,2023-12-05 21:00:00,2023-12-06 07:42:00,Nashik,582,VANDALISM,63,M,Blunt Object,Other Crime,7,No,,,,
34483,2023-12-08 16:00:00,2023-12-07 18:00:00,2023-12-07 19:42:00,Vasai,319,TRAFFIC VIOLATION,46,F,Blunt Object,Traffic Fatality,9,No,,,,
34532,2023-12-11 02:00:00,2023-12-09 19:00:00,2023-12-10 11:31:00,Vasai,465,ASSAULT,76,F,Other,Violent Crime,8,No,,,,
34540,2023-12-10 14:00:00,2023-12-10 03:00:00,2023-12-10 13:21:00,Vasai,301,VEHICLE - STOLEN,63,F,Other,Violent Crime,4,No,,,,
34544,2023-12-11 20:00:00,2023-12-10 07:00:00,2023-12-10 08:32:00,Visakhapatnam,209,ASSAULT,70,F,Blunt Object,Violent Crime,3,No,,,,
34552,2023-12-12 15:00:00,2023-12-10 15:00:00,2023-12-11 08:59:00,Visakhapatnam,184,DRUG OFFENSE,46,F,Blunt Object,Other Crime,7,No,,,,
34638,2023-12-16 14:00:00,2023-12-14 05:00:00,2023-12-15 02:50:00,Vasai,498,DOMESTIC VIOLENCE,51,F,Explosives,Violent Crime,6,Yes,04-01-2024 14:00,,,
34644,2023-12-16 04:00:00,2023-12-14 11:00:00,2023-12-14 19:33:00,Visakhapatnam,142,TRAFFIC VIOLATION,18,F,Knife,Traffic Fatality,4,No,,,,
34667,2023-12-15 21:00:00,2023-12-15 10:00:00,2023-12-16 09:50:00,Visakhapatnam,551,SEXUAL ASSAULT,60,F,Explosives,Violent Crime,4,No,,,,
34732,2023-12-19 18:00:00,2023-12-18 03:00:00,2023-12-18 15:11:00,Visakhapatnam,384,DRUG OFFENSE,62,F,,Other Crime,19,No,,,,
34738,2023-12-18 14:00:00,2023-12-18 09:00:00,2023-12-19 04:51:00,Vasai,545,VEHICLE - STOLEN,17,F,Other,Violent Crime,14,No,,,,
34762,2023-12-19 10:00:00,2023-12-19 09:00:00,2023-12-19 14:54:00,Vasai,507,FRAUD,69,M,Other,Other Crime,9,Yes,11-03-2024 10:00,,,
34784,2023-12-22 20:00:00,2023-12-20 07:00:00,2023-12-21 05:02:00,Visakhapatnam,211,ARSON,61,M,Other,Fire Accident,13,No,,,,
34812,2023-12-23 21:00:00,2023-12-21 11:00:00,2023-12-21 20:17:00,Visakhapatnam,184,ASSAULT,67,F,Blunt Object,Violent Crime,3,No,,,,
34860,2023-12-25 22:00:00,2023-12-23 11:00:00,2023-12-23 11:56:00,Visakhapatnam,329,KIDNAPPING,18,F,Blunt Object,Other Crime,11,No,,,,
34868,2023-12-24 08:00:00,2023-12-23 19:00:00,2023-12-23 23:33:00,Visakhapatnam,193,VEHICLE - STOLEN,72,M,Knife,Violent Crime,2,No,,,,
34879,2023-12-24 13:00:00,2023-12-24 06:00:00,2023-12-24 20:07:00,Vasai,553,BURGLARY,11,F,Explosives,Other Crime,8,No,,,,
34905,2023-12-28 03:00:00,2023-12-25 08:00:00,2023-12-26 02:34:00,Nashik,308,BURGLARY,56,F,Other,Other Crime,16,Yes,30-04-2024 03:00,,,
34939,2023-12-27 19:00:00,2023-12-26 18:00:00,2023-12-27 02:21:00,Visakhapatnam,115,IDENTITY THEFT,15,F,Blunt Object,Violent Crime,8,Yes,17-03-2024 19:00,,,
34976,2023-12-30 05:00:00,2023-12-28 07:00:00,2023-12-29 06:31:00,Visakhapatnam,242,ILLEGAL POSSESSION,15,M,Firearm,Other Crime,6,Yes,11-02-2024 05:00,,,
34981,2023-12-30 01:00:00,2023-12-28 12:00:00,2023-12-29 08:50:00,Vasai,252,DRUG OFFENSE,35,M,Poison,Other Crime,5,Yes,05-03-2024 01:00,,,
34995,2023-12-29 05:00:00,2023-12-29 02:00:00,2023-12-29 14:51:00,Visakhapatnam,229,VEHICLE - STOLEN,14,F,Other,Violent Crime,14,Yes,28-02-2024 05:00,,,
34997,2023-12-30 22:00:00,2023-12-29 04:00:00,2023-12-29 13:12:00,Visakhapatnam,254,ROBBERY,29,F,Poison,Violent Crime,9,Yes,29-01-2024 22:00,,,
35021,2023-12-31 23:00:00,2023-12-30 04:00:00,2023-12-30 10:33:00,Visakhapatnam,134,ARSON,37,F,Blunt Object,Fire Accident,5,Yes,22-02-2024 23:00,,,
35157,2024-01-06 00:00:00,2024-01-04 20:00:00,2024-01-05 08:20:00,Nashik,305,EXTORTION,51,F,Other,Other Crime,11,Yes,21-03-2024 00:00,,,
35172,2024-01-05 15:00:00,2024-01-05 11:00:00,2024-01-06 08:06:00,Visakhapatnam,409,FIREARM OFFENSE,21,M,Poison,Fire Accident,13,Yes,24-01-2024 15:00,,,
35184,2024-01-06 23:00:00,2024-01-05 23:00:00,2024-01-06 15:53:00,Nashik,201,ILLEGAL POSSESSION,50,M,Knife,Other Crime,4,No,,,,
35228,2024-01-09 05:00:00,2024-01-07 19:00:00,2024-01-08 04:07:00,Nashik,320,VEHICLE - STOLEN,39,M,Poison,Violent Crime,9,Yes,12-03-2024 05:00,,,
